Month,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AWK,AMT,AIG,AXP,AEP,AAL,AMZN,MO,AAPL,ALL,ADS,ALXN,LNT,AGN,ALB,ALK,AKAM,APD,A,AFL,AMG,AET,AES,AAP,ADBE,AYI,ATVI,CAN,ABBV,ABT,MMM,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,AMAT,ADM,AJG,AIZ,T,ADSK,ADP,AN,AZO,BSX,BBBY,BRK.B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,CHRW,BMY,AVGO,BF.B,COG,CPB,COF,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,CINF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSRA,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DFS,DISH,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,EIX,EW,EA,EMR,ETR,EVHC,EOC,EQT,EFX,EQIX,EQR,EL,ES,EXC,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HSIC,HES,HPE,HOLX,HD,HON,HRL,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,JEC,JBHT,SJM,JNJ,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LKQ,LMT,L,LYB,MTB,MAC,MNK,MRO,MPC,MAR,MMC,MLM,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MS,MCO,MOS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NFLX,NWL,NFX,NEM,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PRU,PSA,PVH,QRVO,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,LUV,SWN,SPGI,SWK,SBUX,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,HSY,TRV,TMO,TIF,TJX,TSCO,TDG,RIG,TRIP,TSN,UDR,ULTA,USB,UNP,UL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,DIS,WM,WAT,WEC,WFC,HCN,HCN,WDC,WI,WHR,WFM,WMB,WLTW,WYN,WYNN,XEL,XRX,XLNX,XYL,YHOO,YUM,ZBH,ZION,ZTS
2008-07,58,74,50,25,45,43,33,69,65,35,66,50,20,90,52,79,29,33,49,84,57,35,77,48,51,8,30,59,47,58,40,84,84,57,94,58,47,59,0,58,67,49,62,50,66,95,72,51,59,96,81,57,81,57,85,100,71,40,33,57,49,72,31,48,29,94,10,55,57,29,97,37,53,52,71,42,72,59,87,90,61,82,96,41,75,32,17,18,64,47,59,73,76,73,91,30,55,52,69,33,63,88,54,79,77,61,70,78,40,32,55,49,56,83,100,17,42,77,40,48,48,53,50,25,61,39,62,23,42,44,46,63,76,28,59,63,66,49,65,10,15,48,41,76,63,31,54,41,42,74,50,77,87,19,55,71,66,33,22,54,37,57,48,57,55,27,70,83,51,58,56,81,11,70,32,81,38,69,45,69,69,82,24,31,71,13,52,22,54,89,46,86,14,53,68,41,49,38,74,60,95,31,74,96,57,50,72,43,52,82,55,79,89,70,60,53,53,71,73,61,68,61,73,42,41,32,45,59,45,25,47,41,93,66,37,60,63,100,64,43,100,67,91,42,36,34,0,41,36,63,71,43,62,53,42,10,39,41,24,40,71,28,90,67,38,82,26,80,11,40,78,13,65,55,74,48,63,38,79,66,16,48,33,43,44,70,38,1,20,34,40,44,71,45,68,28,51,78,0,89,11,51,58,59,0,43,52,66,50,48,80,67,59,48,88,61,20,73,52,77,57,64,63,49,48,67,64,65,43,40,14,49,40,40,31,40,29,61,64,75,53,84,76,60,78,64,86,65,0,98,71,70,43,45,37,12,59,31,89,33,41,87,45,64,33,83,31,32,68,60,32,45,60,63,73,36,20,24,49,82,67,31,48,46,35,67,77,17,1,71,51,60,78,24,83,64,29,43,51,48,93,57,27,43,17,27,36,53,82,14,60,54,6,69,85,78,45,48,69,58,96,58,46,72,23,2,94,44,29,93,31,63,44,85,9,51,41,52,42,42,73,39,81,79,38,0,74,10,83,51,46,58,99,56,63,100,0
2008-08,56,53,41,22,40,43,31,77,63,33,58,50,19,87,50,75,30,27,44,81,49,32,73,44,40,7,30,51,40,58,39,79,81,59,90,52,42,53,0,51,64,55,66,47,83,95,60,43,53,94,77,53,79,56,88,92,67,39,23,57,46,67,26,50,30,83,10,52,61,32,82,35,46,48,68,46,73,58,77,84,58,81,89,48,60,26,19,18,64,41,48,63,81,60,89,27,50,58,66,41,41,93,51,72,73,57,75,75,27,33,55,45,54,91,95,14,66,71,39,37,44,52,49,20,72,42,64,25,40,41,49,66,76,26,57,57,77,48,79,10,15,46,38,58,51,20,50,39,40,64,49,75,87,21,60,78,64,33,19,51,37,54,62,60,55,26,64,70,51,57,56,84,12,74,40,78,40,64,45,63,66,74,48,38,68,0,60,24,59,84,49,82,14,41,66,43,47,35,80,59,93,28,51,89,55,48,64,40,51,79,55,81,76,64,57,52,63,66,63,61,70,59,78,37,39,17,52,55,41,24,44,77,85,61,38,60,56,92,55,44,77,60,77,41,36,42,0,38,31,66,68,38,48,51,38,10,37,41,21,38,66,17,90,70,34,83,28,75,9,36,73,12,65,57,72,38,59,35,84,55,19,46,35,43,57,69,29,1,19,26,37,44,65,44,56,28,49,77,0,84,10,55,57,51,0,41,59,66,62,46,83,56,53,54,70,65,19,68,40,68,52,55,62,40,48,64,51,61,41,32,14,43,37,39,33,29,32,66,56,76,52,74,70,53,78,60,89,62,0,77,61,72,42,38,22,11,67,31,89,24,32,81,41,56,27,85,30,28,68,55,23,46,66,67,65,27,22,18,48,77,64,37,51,34,29,62,78,17,1,77,44,60,78,17,81,52,38,35,50,47,93,57,37,41,12,26,36,98,80,15,38,58,2,59,77,75,43,44,61,61,94,54,40,72,21,9,93,43,11,89,43,60,45,83,8,44,47,52,50,50,76,36,79,78,36,0,72,9,77,48,42,52,96,52,63,52,0
2008-09,73,57,45,25,40,39,34,74,65,30,54,52,100,83,77,67,30,44,50,81,45,38,71,48,45,10,32,56,41,72,29,78,76,51,96,51,41,58,0,58,66,46,59,50,69,100,100,46,58,96,83,56,85,61,89,81,76,36,21,51,45,51,57,46,27,98,10,57,56,36,87,37,51,46,69,71,69,67,84,72,46,89,86,67,67,30,100,17,63,47,46,90,75,67,87,25,50,69,64,36,54,95,55,81,65,62,65,86,33,33,51,49,52,88,91,17,44,76,37,36,44,49,50,25,87,39,61,22,32,48,49,64,75,29,52,66,73,57,72,9,15,47,33,65,60,15,54,65,41,77,51,71,86,25,49,90,64,97,18,50,34,52,58,53,60,29,68,82,54,48,52,81,14,71,50,78,40,64,50,63,77,77,38,30,66,0,54,24,64,70,44,85,12,52,63,51,46,36,100,63,91,30,82,77,55,46,81,35,56,86,56,82,91,58,61,67,65,70,70,64,77,60,76,51,39,21,47,60,42,26,59,48,92,59,40,64,99,95,38,39,67,65,84,37,38,33,0,37,54,65,65,41,57,45,43,9,39,53,20,40,61,20,85,75,36,85,25,71,10,43,70,12,59,55,67,69,62,36,91,59,16,51,40,45,47,70,26,1,20,32,100,40,49,39,60,28,68,71,0,95,10,56,59,55,0,43,52,65,43,45,87,75,54,47,78,63,21,61,49,76,54,58,61,34,47,63,43,60,47,38,15,48,39,39,22,39,34,61,59,72,50,62,83,64,78,61,71,61,0,57,60,78,38,41,28,11,65,36,89,21,41,85,44,60,27,76,27,29,73,58,26,45,57,63,62,49,17,22,35,71,55,49,48,35,33,68,75,16,2,70,60,53,79,15,83,70,43,39,47,45,92,53,31,41,16,27,30,57,79,14,100,57,2,63,78,75,43,43,68,55,95,53,47,75,22,5,83,39,10,82,47,62,39,76,12,50,45,52,44,44,74,33,75,69,37,0,81,7,83,53,44,64,97,56,64,81,1
2008-10,71,62,47,25,40,44,32,80,69,32,51,45,53,82,51,63,30,44,47,75,47,39,81,44,46,6,28,59,42,61,30,85,82,50,98,75,48,55,0,57,66,36,58,54,52,91,80,51,60,93,80,55,83,59,100,76,79,36,24,50,53,46,79,43,31,100,11,52,60,40,97,36,47,57,66,85,69,89,83,66,41,91,88,62,64,33,19,20,67,63,44,97,71,100,84,29,48,68,68,37,51,98,56,79,62,61,67,99,28,38,52,42,62,82,95,17,44,76,36,38,43,50,52,24,82,44,60,26,32,51,48,58,70,27,50,65,74,67,64,12,16,44,33,69,58,15,59,41,40,100,47,75,86,31,52,83,66,32,16,51,36,49,52,54,60,27,82,77,49,50,61,81,16,73,34,75,49,61,54,70,80,75,40,30,77,0,75,21,68,64,50,96,35,59,75,47,47,35,83,76,92,30,77,66,54,46,100,42,56,82,55,81,94,56,75,62,68,68,81,63,79,59,74,46,40,21,49,62,41,30,56,51,87,66,54,67,82,93,56,41,63,68,71,50,40,39,0,39,55,62,63,40,56,38,41,13,43,54,20,42,58,20,87,73,34,96,29,62,10,44,73,14,68,62,73,57,64,42,100,59,19,56,43,44,29,70,30,1,21,26,72,43,100,38,56,29,78,89,0,93,10,53,52,59,0,46,46,72,47,46,90,68,56,100,100,63,22,62,51,99,54,68,61,66,47,63,37,56,53,38,14,52,41,47,46,38,40,57,77,74,53,63,98,73,73,60,67,65,0,100,59,75,38,41,41,12,66,34,89,18,49,88,42,58,26,86,21,31,79,62,30,45,71,65,56,32,17,22,48,69,67,46,50,35,33,68,77,16,1,69,70,54,80,11,83,93,36,48,56,43,96,53,33,40,18,28,26,57,81,14,75,54,2,65,78,69,60,41,65,56,85,50,46,72,22,6,80,49,11,80,36,67,42,74,7,49,41,55,41,41,73,33,74,68,34,0,81,10,74,53,46,70,96,58,60,71,1
2008-11,48,52,45,22,37,34,30,68,64,28,61,41,29,80,46,60,37,41,45,68,36,38,69,38,39,10,32,48,38,55,33,80,61,49,100,52,68,48,0,51,61,31,57,46,38,85,56,47,53,80,78,50,83,48,79,80,72,34,22,50,41,62,47,72,28,80,12,45,52,24,76,29,44,47,52,88,67,56,78,64,41,85,78,55,68,27,16,17,53,34,30,67,67,55,79,25,43,59,66,35,36,82,52,100,57,56,57,78,25,33,64,42,51,78,82,15,61,67,29,29,39,64,55,19,54,40,55,23,28,41,43,57,69,26,48,56,52,39,69,15,16,41,29,58,75,14,51,33,36,73,47,67,90,25,41,83,64,25,14,54,34,44,46,48,71,22,64,66,50,45,49,80,19,62,22,68,56,55,50,62,75,68,39,34,77,11,59,17,79,79,43,86,60,48,91,45,39,31,75,77,77,26,70,58,49,37,76,58,47,80,72,81,71,59,73,76,67,63,74,57,69,51,75,32,38,23,46,58,40,30,44,34,82,61,56,57,63,83,42,36,55,61,58,39,27,60,0,42,57,55,54,40,43,37,37,9,33,41,18,35,64,17,78,65,35,81,21,54,8,41,69,20,69,61,56,54,57,36,79,52,16,51,29,42,37,64,36,1,19,26,41,36,56,36,40,27,67,91,0,80,12,43,41,53,0,45,48,59,43,58,82,47,45,60,72,66,20,55,48,69,50,59,59,43,41,68,37,55,46,33,14,44,36,42,23,34,27,64,71,69,45,57,73,63,65,47,61,72,0,52,58,67,28,33,34,11,59,28,79,16,29,69,38,53,26,86,19,30,73,53,20,47,58,52,50,30,24,18,40,67,61,38,48,43,27,61,68,16,2,64,45,75,78,9,74,81,32,34,53,40,86,63,28,47,13,24,23,56,100,17,62,48,2,59,73,53,44,41,57,65,81,45,44,65,18,3,77,35,9,80,35,55,66,78,6,43,51,46,39,39,81,30,76,85,32,0,82,10,64,48,45,64,95,57,56,43,1
2008-12,47,58,37,22,32,32,29,68,61,24,49,45,22,93,48,64,47,43,50,71,35,31,66,40,29,13,32,45,36,53,21,78,62,52,94,46,61,42,0,43,57,40,67,36,34,95,51,45,45,88,73,41,74,47,83,87,63,38,22,55,43,83,31,94,23,77,18,39,41,26,79,30,40,52,26,73,78,55,75,69,44,84,71,49,52,23,17,19,52,21,44,71,75,47,76,23,39,54,58,32,43,77,47,76,65,52,53,76,31,28,87,42,40,88,89,14,47,60,31,25,36,77,58,17,54,36,56,27,26,44,61,62,69,24,52,53,43,46,74,16,22,43,33,84,48,17,49,38,36,67,41,59,91,25,41,69,60,26,18,45,34,46,40,49,75,26,61,60,53,49,43,80,22,59,29,93,70,77,53,51,62,68,30,44,81,0,54,24,78,98,38,84,40,41,84,40,37,26,65,66,79,22,52,61,53,41,63,75,45,72,82,82,72,60,67,71,56,75,69,48,61,47,75,36,35,18,39,50,41,31,38,32,88,60,49,49,57,84,70,29,59,52,54,36,26,75,0,42,62,55,53,31,42,33,37,10,33,33,22,37,66,23,83,81,32,66,19,52,6,39,74,25,67,53,55,42,54,30,81,46,19,45,32,44,20,55,26,1,19,22,35,35,51,38,42,30,64,71,0,71,15,42,43,45,0,32,52,67,49,72,86,49,46,37,74,73,22,50,42,84,48,54,54,48,51,74,33,59,37,30,11,39,32,34,26,29,29,75,66,67,42,60,71,52,67,44,64,68,0,59,55,70,26,35,32,10,51,19,87,19,27,62,38,47,21,85,21,27,73,47,23,53,47,52,42,27,42,18,50,75,65,32,54,39,37,56,78,16,2,61,43,93,72,9,72,78,29,33,62,40,79,80,24,54,16,22,22,48,74,25,49,48,2,64,100,50,46,47,56,78,94,48,36,59,18,3,84,29,19,92,31,51,80,82,7,42,61,56,39,39,97,28,72,79,33,0,82,11,69,45,40,51,95,61,51,45,1
2009-01,56,55,43,31,34,38,28,79,66,26,51,46,20,82,55,68,35,38,43,83,41,42,73,47,44,15,35,49,35,61,26,90,64,52,96,61,59,49,0,54,60,37,54,45,36,91,60,46,55,90,78,47,81,53,97,81,72,49,20,52,50,50,29,55,27,72,67,45,56,31,86,30,41,48,45,78,72,49,91,79,65,89,78,45,68,29,19,19,59,68,44,68,77,47,79,28,44,60,68,30,46,83,47,83,65,55,64,82,28,27,51,45,44,85,84,18,58,68,40,35,38,54,46,22,85,39,58,35,29,41,58,67,63,23,52,56,96,47,75,11,13,47,34,93,55,18,49,42,38,66,40,66,85,28,48,63,58,33,22,59,34,56,46,59,63,27,67,65,56,48,46,78,26,68,28,75,85,55,51,60,67,69,63,30,74,10,43,26,57,75,60,83,19,60,63,38,46,25,53,56,82,25,59,58,50,43,69,38,51,92,56,82,75,54,69,66,56,70,80,54,70,52,75,41,36,24,45,55,40,44,54,36,87,72,84,57,64,87,75,49,60,66,51,36,29,36,0,38,50,67,58,38,48,42,40,9,41,37,23,40,59,100,81,60,32,71,16,60,11,40,69,13,66,57,66,47,59,34,91,52,15,44,29,46,41,66,26,1,20,24,40,33,68,35,41,40,68,74,0,100,15,45,45,61,16,37,46,78,70,48,81,60,57,49,79,66,21,53,45,83,46,54,54,39,51,68,39,63,45,32,12,74,37,38,34,32,30,59,56,73,45,68,69,58,76,53,66,65,0,73,60,78,28,43,39,10,46,31,86,20,28,78,42,49,26,70,22,30,70,53,29,72,54,61,53,41,19,26,47,83,60,36,52,37,35,60,77,17,1,68,43,53,73,9,70,62,33,37,45,43,82,54,33,37,15,23,36,56,80,15,67,48,2,79,80,47,43,42,65,57,80,44,42,61,20,5,84,45,19,84,32,56,44,76,7,42,73,55,44,44,100,28,80,72,30,0,77,8,74,48,39,53,92,55,55,65,1
2009-02,53,67,42,100,40,37,31,75,61,25,48,57,23,77,52,64,31,38,38,79,38,45,78,49,38,19,35,52,40,62,20,82,61,53,93,61,47,59,0,52,63,35,53,43,32,91,62,62,61,88,82,50,81,56,96,78,71,41,20,54,49,44,44,46,30,73,83,43,55,43,93,35,50,46,45,72,70,56,87,79,68,83,81,45,58,37,18,18,64,92,44,69,75,45,77,28,45,68,61,40,48,79,54,78,66,59,70,77,33,30,50,45,51,82,82,18,41,64,41,34,38,48,48,17,67,34,60,33,31,46,54,65,65,26,50,65,67,46,68,11,14,45,42,87,65,16,49,39,41,82,41,68,84,31,65,65,61,29,25,55,35,57,62,61,61,25,72,65,54,50,47,81,28,65,39,73,89,65,55,67,69,75,20,28,73,0,37,22,53,71,48,87,23,58,69,54,48,30,63,56,82,23,55,65,49,45,72,33,54,86,50,80,79,51,62,67,62,72,75,57,84,54,72,42,35,14,48,53,42,44,53,36,83,68,81,58,60,93,45,53,58,72,54,37,28,35,0,37,43,66,59,40,50,39,38,9,40,42,26,42,58,39,81,79,35,65,20,60,9,49,64,11,63,57,71,82,63,36,87,54,15,49,33,43,43,61,26,1,21,25,36,35,48,33,49,29,76,75,0,97,13,46,46,63,29,37,47,71,65,43,69,100,61,52,82,59,21,52,57,100,51,57,56,42,51,68,38,61,48,36,12,53,42,30,27,31,29,57,52,73,46,78,72,61,77,55,69,59,0,68,57,76,27,44,45,11,54,29,91,17,30,70,40,53,24,73,21,32,67,52,28,58,59,64,52,28,16,19,44,77,46,39,46,33,39,64,79,16,1,65,41,49,74,11,81,58,31,50,57,44,91,57,28,36,28,25,34,57,85,14,84,40,2,75,73,52,41,41,61,53,81,47,46,65,21,3,83,57,9,81,34,60,40,70,6,44,57,53,61,61,92,28,72,67,29,0,72,12,69,49,44,63,95,68,57,49,0
2009-03,56,61,42,25,40,32,30,73,62,25,45,63,57,76,46,65,31,40,41,77,32,44,75,49,39,11,35,51,39,60,25,79,70,60,93,66,44,45,0,53,65,33,50,43,34,92,62,52,67,85,80,42,88,66,91,74,73,37,22,58,50,48,61,40,26,82,44,41,54,27,91,34,42,46,49,80,68,55,83,74,66,80,78,54,67,43,17,18,63,100,41,81,68,39,73,27,46,66,59,32,51,84,54,96,65,59,69,80,29,36,50,42,54,79,78,18,48,66,46,28,40,49,45,27,60,32,59,29,31,41,53,70,73,24,54,68,52,51,63,11,16,45,39,84,62,18,50,38,41,83,44,66,86,31,54,72,62,30,13,55,31,54,50,61,61,20,70,68,50,46,48,81,30,67,21,78,68,57,53,64,72,78,30,30,80,9,36,20,56,74,52,98,26,52,75,34,52,31,60,61,81,22,49,72,49,43,74,32,52,85,50,79,93,58,56,58,69,68,69,54,77,55,68,37,38,19,42,57,37,40,35,33,83,66,55,62,62,93,45,44,58,61,70,39,31,38,0,36,35,66,57,35,54,42,37,12,38,46,25,41,65,27,85,74,37,64,21,61,8,43,63,11,64,60,67,54,57,48,86,51,17,51,32,44,46,63,27,1,23,25,33,35,59,31,42,30,73,65,0,94,13,45,39,53,26,37,53,66,43,45,60,65,55,61,72,55,24,51,47,89,52,58,53,39,46,69,47,60,49,38,11,52,44,34,33,27,28,61,52,72,48,83,76,60,78,58,69,61,0,64,52,80,27,41,17,11,42,32,86,19,43,66,41,51,26,79,22,32,70,49,22,50,56,66,56,32,15,19,36,86,46,34,44,31,36,61,77,17,1,67,46,51,72,21,86,65,29,42,49,45,90,49,26,43,16,23,36,56,74,14,82,39,1,68,70,58,63,46,62,53,82,44,46,69,20,3,80,48,9,83,35,56,42,69,6,47,72,56,59,59,88,31,71,68,28,0,72,11,68,49,44,62,96,64,55,44,0
2009-04,53,66,44,25,37,34,29,72,57,24,47,58,28,74,44,61,29,37,38,77,33,43,68,51,36,18,36,46,39,61,33,74,64,56,82,57,40,41,0,54,71,42,51,42,32,92,57,48,63,90,76,40,80,54,86,77,76,36,24,57,48,50,28,39,29,71,41,41,54,28,90,33,40,54,58,74,68,52,80,78,64,82,76,48,68,37,16,18,57,74,47,82,70,38,70,29,43,62,58,37,43,82,52,83,66,57,73,76,30,37,51,44,52,84,86,16,44,59,44,35,37,50,42,18,65,32,57,33,31,38,49,69,85,24,53,62,49,39,62,11,17,40,35,65,82,16,52,37,39,78,41,66,81,23,59,74,59,31,19,61,34,56,62,60,58,26,67,68,52,46,46,80,32,77,45,76,43,56,49,55,69,67,24,32,81,0,44,20,54,78,52,87,100,54,83,40,62,32,54,66,79,22,56,78,44,45,70,31,53,83,46,75,96,64,52,59,65,70,73,51,78,54,67,35,35,21,41,53,39,39,56,32,77,68,46,58,61,91,47,41,63,65,77,38,27,39,0,37,38,65,58,26,45,43,36,8,35,44,27,41,70,25,86,69,35,73,26,59,8,42,65,10,63,59,69,55,54,36,81,49,11,46,30,44,35,65,35,1,26,19,33,32,66,32,42,30,71,68,0,94,13,44,57,48,20,40,51,61,43,46,58,55,57,58,65,54,24,57,49,95,54,54,50,65,44,67,54,63,55,35,10,49,40,32,36,23,26,62,51,70,46,77,67,55,76,59,76,68,0,49,57,81,29,39,29,10,46,29,89,19,32,66,39,49,28,81,23,32,62,46,22,47,55,59,61,23,17,23,50,80,72,32,48,33,35,64,81,19,2,66,45,50,68,15,83,56,27,63,50,45,88,50,27,47,14,21,36,55,84,14,67,40,2,70,70,63,45,42,57,52,77,55,48,64,19,8,86,54,9,84,35,58,40,66,6,41,71,55,70,70,83,26,68,69,27,0,83,10,67,48,45,56,95,56,51,61,0
2009-05,44,49,40,21,34,43,29,62,53,26,48,48,23,72,43,59,29,29,37,70,28,42,65,42,36,11,34,43,36,54,23,68,70,49,79,48,38,39,0,47,65,28,44,41,35,85,50,44,56,85,72,37,80,45,82,75,71,33,23,55,42,48,33,40,23,75,8,38,47,23,72,30,39,36,48,60,69,48,85,77,54,75,63,45,52,33,16,19,55,54,36,73,71,38,72,26,38,61,51,37,43,78,49,69,62,55,67,67,25,37,49,37,52,86,75,14,55,54,33,29,34,54,47,17,57,26,55,34,28,33,44,66,87,25,50,57,49,39,57,11,17,41,36,60,80,14,47,34,34,69,34,65,82,20,52,76,52,31,11,91,28,49,40,65,54,23,65,59,42,51,40,79,34,66,24,70,36,51,47,53,68,64,17,29,80,0,34,25,50,82,44,82,19,58,100,39,51,27,43,57,70,20,46,79,36,39,63,30,51,82,46,73,83,65,48,50,100,64,67,52,77,48,66,37,31,23,35,46,38,28,45,30,75,59,36,53,54,85,38,46,59,58,73,32,23,37,0,37,42,59,57,24,40,37,34,8,33,36,26,35,73,22,88,53,28,58,19,57,7,31,68,9,58,58,59,48,56,31,76,47,17,44,26,40,39,61,34,1,21,20,28,38,65,31,39,29,71,61,0,86,12,39,46,46,19,38,50,53,42,44,51,44,49,59,57,53,22,53,38,64,46,44,44,33,39,65,63,58,54,33,11,44,36,35,25,27,28,60,47,67,41,82,63,51,70,55,80,71,0,47,47,81,25,35,23,9,44,25,81,18,30,58,34,44,25,80,25,29,60,44,19,44,50,51,59,24,14,21,36,70,59,31,43,31,34,60,74,13,1,61,36,49,65,20,78,59,25,29,47,39,86,52,24,43,11,22,35,53,80,15,63,36,2,62,65,64,36,43,55,49,77,48,41,68,18,7,82,50,7,82,38,50,41,66,6,38,49,49,40,40,80,24,70,63,32,0,77,10,65,45,40,50,97,56,48,41,0
2009-06,48,57,42,21,35,32,27,66,84,24,55,42,19,76,47,65,30,29,47,76,36,37,61,42,35,14,32,46,38,60,18,74,62,47,77,47,50,39,0,49,64,23,45,42,49,88,52,54,60,81,76,37,79,52,87,88,67,35,20,57,50,48,19,44,25,99,7,51,50,32,90,32,40,39,55,46,70,50,85,72,54,74,70,33,54,35,16,19,50,68,50,73,74,42,73,25,42,65,59,21,54,84,51,69,62,58,73,70,27,34,47,39,52,90,79,28,47,56,40,33,35,53,43,13,64,24,57,40,26,32,41,70,79,25,57,64,62,30,64,13,18,45,33,57,71,20,48,39,37,66,37,64,82,19,51,80,52,34,14,55,30,48,53,69,52,26,64,63,47,53,40,81,36,70,29,78,38,52,45,56,66,67,32,28,77,0,39,22,50,89,43,79,17,53,99,43,49,27,58,59,67,21,47,79,35,41,65,38,54,82,48,73,82,64,52,47,84,65,75,52,74,53,64,43,32,25,38,52,38,30,39,29,79,64,39,52,63,88,58,45,61,63,76,32,24,35,0,39,50,62,62,28,35,34,35,6,33,37,25,36,65,20,91,54,32,66,21,60,7,42,71,9,55,59,65,58,56,31,84,49,12,43,26,42,44,63,39,1,21,25,31,33,68,31,44,29,71,64,0,93,13,40,36,41,26,39,50,55,48,38,44,58,52,55,57,52,21,45,39,67,50,48,48,54,44,65,62,62,48,32,11,45,37,32,30,36,26,63,51,69,46,92,63,52,79,56,75,68,0,49,55,88,31,39,27,9,54,29,83,19,30,62,39,50,18,76,27,33,67,45,20,45,48,56,63,30,14,22,32,72,65,29,48,31,32,59,79,13,1,61,36,49,66,12,84,57,25,31,44,52,86,47,28,38,13,22,39,52,77,14,46,37,2,66,73,63,36,44,49,45,74,46,40,63,19,6,89,44,9,84,25,60,43,69,6,43,50,46,66,66,79,22,72,67,27,0,90,8,67,46,42,53,99,44,50,49,0
2009-07,51,53,42,22,36,28,27,70,57,22,46,52,22,80,44,66,31,27,40,75,32,34,68,42,35,5,35,42,39,63,24,78,70,55,76,55,41,41,0,48,64,27,44,42,72,95,55,51,58,84,79,42,75,51,100,86,62,35,21,57,46,62,19,42,25,77,9,42,41,35,93,34,45,37,54,45,71,48,86,76,57,74,72,37,61,31,16,20,54,52,48,77,74,37,81,27,41,63,64,32,53,86,49,74,64,55,67,69,27,30,50,47,51,91,84,16,48,62,39,41,37,55,45,16,72,32,58,36,26,36,45,71,75,24,60,53,45,44,65,15,18,48,31,58,83,26,46,38,39,63,39,65,82,18,49,69,52,33,12,42,34,47,58,74,51,27,68,66,48,52,42,78,39,65,24,79,33,52,44,53,68,65,37,30,81,0,47,22,52,95,45,80,11,51,67,47,44,31,78,60,67,22,53,78,39,38,64,44,53,83,47,74,80,61,53,48,62,68,64,52,71,53,64,33,31,20,38,47,40,29,54,33,75,67,40,52,62,89,46,43,63,59,67,41,22,37,0,40,46,60,65,32,40,32,33,6,31,37,25,38,63,19,96,51,26,66,21,65,6,37,74,9,56,62,68,53,58,30,83,50,12,40,25,40,51,64,32,1,19,23,36,32,60,32,48,34,64,56,0,91,15,38,56,44,33,31,51,56,47,48,57,53,54,64,56,54,21,47,38,66,49,46,48,52,47,66,58,61,48,32,11,44,37,31,29,25,30,65,47,68,48,100,67,51,81,55,79,69,0,57,55,91,31,37,26,9,53,29,81,19,33,62,39,50,17,81,28,34,61,47,20,47,53,57,69,30,16,19,33,76,63,27,46,34,26,59,85,13,1,66,41,50,65,14,82,56,25,32,45,49,87,49,27,35,17,23,44,52,79,15,52,37,3,70,74,66,38,43,51,50,77,47,47,62,19,5,89,46,8,89,34,58,44,75,6,40,53,48,48,48,78,26,76,70,27,0,90,9,71,46,39,52,100,48,52,44,1
